platform,server,uid,dataUnix,status
H5,14,1|2470,1571443509,LOGIN
IOS,12,1|2761,1571444079,LOGOUT
ADR,23,2|1878,1571444139,LOGOUT
H5,14,1|2837,1571444619,LOGIN
IOS_YY,15,1|2375,1571444769,LOGOUT
IOS,0,0|1547,1571445099,LOGOUT
IOS_YY,22,2|1126,1571445189,LOGIN
IOS_YY,12,1|1668,1571445519,LOGOUT
ADR,5,0|891,1571445579,LOGIN
IOS_YY,12,1|76,1571445849,LOGIN
ADR,23,2|464,1571445909,LOGOUT
ADR,20,2|1334,1571446269,LOGIN
IOS_YY,5,0|2692,1571446749,LOGIN
IOS,3,0|1028,1571447199,LOGOUT
H5,3,0|2189,1571447229,LOGOUT
ADR,21,2|2189,1571447229,LOGIN
IOS_YY,21,2|423,1571447649,LOGIN
H5,11,1|1748,1571447949,LOGOUT
H5,10,1|2231,1571448099,LOGIN
H5,25,2|207,1571448279,LOGIN
ADR,13,1|568,1571448579,LOGIN
ADR,10,1|1021,1571449059,LOGIN
IOS,5,0|777,1571449209,LOGOUT
ADR,25,2|987,1571449299,LOGIN
IOS,21,2|509_47,1571449329,LOGIN
ADR,2,0|733,1571449689,LOGIN
IOS,21,2|170,1571449719,LOGOUT
H5,13,1|422,1571449959,LOGOUT
ADR,3,0|32,1571450379,LOGOUT
IOS_YY,10,1|1241,1571450499,LOGIN
IOS_YY,20,2|8,1571450649,LOGOUT
ADR,10,1|905,1571450679,LOGOUT
IOS,5,0|2933,1571450799,LOGOUT
IOS_YY,1,0|1135,1571450829,LOGIN
IOS,3,0|1386,1571450889,LOGIN
IOS,3,0|1386,1571450889,LOGIN
H5,15,1|825_288,1571450949,LOGOUT
IOS,10,1|678,1571451069,LOGOUT
IOS,21,2|2755,1571451159,LOGOUT
ADR,3,0|1425,1571451369,LOGOUT
H5,23,2|361,1571451579,LOGOUT
IOS,23,2|1647_132,1571451909,LOGIN
IOS_YY,1,0|2111,1571452119,LOGOUT
H5,10,1|2287,1571452569,LOGIN
IOS,5,0|1171,1571452599,LOGIN
IOS_YY,2,0|8,1571453019,LOGOUT
IOS_YY,12,1|1477,1571453049,LOGOUT
H5,14,1|1838,1571453079,LOGIN
H5,3,0|2818,1571453139,LOGIN
IOS,25,2|1370,1571454099,LOGIN
ADR,21,2|832,1571454309,LOGOUT
IOS_YY,11,1|1624,1571454369,LOGOUT
IOS_YY,22,2|1637,1571454429,LOGIN
ADR,14,1|2135,1571454699,LOGIN
IOS_YY,11,1|56,1571454849,LOGOUT
IOS,4,0|967,1571454909,LOGIN
ADR,14,1|2203,1571454939,LOGIN
IOS,12,1|590,1571455059,LOGIN
ADR,25,2|2007,1571455269,LOGIN
H5,13,1|1007,1571455329,LOGOUT
IOS,3,0|151,1571455629,LOGIN
H5,13,1|1974,1571455959,LOGOUT
IOS_YY,13,1|2997,1571455989,LOGIN
H5,12,1|1612,1571456019,LOGOUT
ADR,1,0|782,1571456049,LOGOUT
IOS,4,0|2106,1571456109,LOGOUT
IOS,12,1|974,1571456379,LOGIN
ADR,5,0|709,1571456529,LOGIN
ADR,4,0|709,1571456529,LOGOUT
H5,11,1|813,1571456679,LOGIN
H5,14,1|1393,1571457189,LOGIN
H5,3,0|1978_53,1571457249,LOGOUT
IOS_YY,1,0|2664,1571457279,LOGOUT
IOS,4,0|2031,1571457639,LOGOUT
IOS,25,2|101,1571457999,LOGOUT
H5,0,0|797,1571458269,LOGIN
H5,24,2|1217,1571458449,LOGIN
IOS,2,0|2954,1571458479,LOGIN
IOS,13,1|2842,1571458719,LOGOUT
H5,22,2|2569,1571459229,LOGOUT
IOS,22,2|1829,1571459619,LOGIN
IOS,11,1|1531,1571459769,LOGIN
H5,5,0|1864,1571460159,LOGIN
IOS,0,0|2865,1571460189,LOGIN
IOS_YY,4,0|1268,1571460279,LOGIN
ADR,12,1|775,1571460459,LOGOUT
IOS,12,1|729,1571460489,LOGIN
IOS,22,2|707,1571460729,LOGIN
ADR,0,0|2259,1571460759,LOGOUT
ADR,23,2|2322,1571460969,LOGIN
H5,12,1|2682,1571461059,LOGOUT
ADR,10,1|1754,1571461869,LOGOUT
IOS_YY,21,2|1658_1,1571461929,LOGIN
H5,11,1|1413,1571462229,LOGIN
ADR,14,1|2833,1571462319,LOGOUT
IOS,5,0|515_225,1571462409,LOGOUT
H5,20,2|1930,1571462739,LOGIN
IOS_YY,0,0|1559,1571463369,LOGOUT
IOS,21,2|1773,1571463609,LOGOUT
IOS_YY,23,2|1959,1571463669,LOGIN
H5,4,0|1053,1571463759,LOGIN
IOS,11,1|2199,1571463909,LOGOUT
H5,24,2|2199,1571463909,LOGIN
H5,24,2|2348,1571464239,LOGIN
H5,20,2|155,1571464389,LOGOUT
ADR,10,1|1854,1571464449,LOGIN
ADR,10,1|2553,1571464629,LOGOUT
ADR,15,1|1327,1571464809,LOGOUT
ADR,14,1|1272,1571464839,LOGOUT
H5,20,2|187,1571464869,LOGOUT
IOS_YY,10,1|1630,1571465079,LOGIN
IOS_YY,12,1|148_130,1571465409,LOGOUT
IOS,3,0|2001_13,1571465679,LOGIN
H5,12,1|2306,1571465709,LOGIN
H5,13,1|1811,1571466159,LOGOUT
IOS_YY,3,0|1811,1571466159,LOGIN
ADR,22,2|2030,1571466339,LOGOUT
IOS,14,1|97,1571466609,LOGOUT
H5,2,0|2185,1571467029,LOGOUT
IOS,21,2|1506,1571467179,LOGOUT
IOS,11,1|2183,1571467209,LOGIN
IOS,24,2|1847,1571467359,LOGIN
H5,10,1|1261,1571467389,LOGOUT
IOS,20,2|2458,1571467449,LOGOUT
IOS,3,0|2394,1571467899,LOGOUT
IOS_YY,3,0|2704,1571468169,LOGOUT
IOS_YY,13,1|2958,1571468739,LOGIN
H5,5,0|2016,1571468829,LOGOUT
ADR,13,1|1904,1571468859,LOGIN
ADR,12,1|1610,1571469369,LOGIN
H5,3,0|1610,1571469369,LOGOUT
IOS_YY,13,1|70,1571469699,LOGOUT
ADR,24,2|1333,1571469969,LOGIN
IOS,21,2|1333,1571469969,LOGOUT
IOS_YY,4,0|1803_261,1571470149,LOGOUT
H5,0,0|1518,1571470779,LOGOUT
IOS,11,1|1154,1571470809,LOGOUT
IOS,21,2|162,1571470989,LOGOUT
H5,21,2|2396,1571471109,LOGIN
H5,21,2|1944,1571471169,LOGOUT
H5,1,0|871,1571471829,LOGOUT
H5,5,0|2331,1571472069,LOGOUT
H5,12,1|1834_275,1571472129,LOGOUT
IOS,11,1|2403,1571472279,LOGIN
IOS_YY,11,1|2149,1571472579,LOGOUT
IOS,1,0|423,1571472609,LOGIN
ADR,25,2|661,1571472669,LOGIN
IOS,12,1|2735,1571472699,LOGOUT
ADR,14,1|1457,1571472789,LOGIN
ADR,0,0|1755,1571472819,LOGIN
IOS_YY,23,2|1630,1571473689,LOGIN
H5,24,2|2313,1571473839,LOGOUT
IOS_YY,20,2|454_202,1571473959,LOGOUT
ADR,5,0|1631,1571474079,LOGOUT
ADR,15,1|2876,1571474199,LOGIN
ADR,15,1|2876,1571474199,LOGIN
IOS,21,2|2999,1571474229,LOGOUT
H5,25,2|1553,1571474349,LOGOUT
ADR,0,0|903,1571474649,LOGOUT
H5,24,2|564,1571474679,LOGIN
H5,0,0|1755,1571474799,LOGOUT
IOS,3,0|1563,1571474979,LOGOUT
IOS,21,2|2914,1571475039,LOGIN
ADR,4,0|2108,1571475339,LOGOUT
ADR,14,1|602,1571475759,LOGIN
ADR,4,0|602,1571475759,LOGOUT
IOS,24,2|2302,1571475789,LOGIN
H5,11,1|2302,1571475789,LOGOUT
H5,24,2|1105,1571475909,LOGOUT
IOS,12,1|2945,1571476119,LOGIN
H5,24,2|2841,1571476269,LOGOUT
IOS,25,2|2194,1571476509,LOGOUT
ADR,15,1|611,1571476599,LOGOUT
ADR,4,0|611,1571476599,LOGIN
IOS_YY,5,0|2530,1571476719,LOGIN
IOS_YY,14,1|2354,1571476839,LOGIN
IOS_YY,11,1|30_266,1571477019,LOGOUT
H5,20,2|1050,1571477049,LOGIN
IOS,11,1|2058,1571477319,LOGIN
IOS,1,0|654,1571477499,LOGOUT
ADR,24,2|1094,1571477529,LOGIN
H5,11,1|504,1571477829,LOGOUT
IOS_YY,11,1|1694,1571477919,LOGOUT
IOS_YY,12,1|2258,1571478009,LOGIN
IOS,0,0|2966,1571478069,LOGIN
ADR,20,2|2993,1571478489,LOGIN
H5,22,2|2990,1571478879,LOGIN
IOS_YY,3,0|968,1571478939,LOGOUT
IOS,20,2|832,1571478999,LOGIN
IOS,0,0|2072,1571479149,LOGOUT
ADR,14,1|1741,1571479389,LOGOUT
ADR,12,1|959,1571479509,LOGIN
IOS_YY,14,1|1578,1571479629,LOGIN
IOS_YY,3,0|1447,1571479959,LOGOUT
ADR,11,1|483,1571480259,LOGOUT
IOS_YY,1,0|170,1571480289,LOGOUT
IOS_YY,14,1|170,1571480289,LOGIN
ADR,12,1|2254,1571480319,LOGOUT
H5,22,2|1603,1571480379,LOGIN
IOS,24,2|1413,1571480409,LOGIN
IOS,2,0|1979,1571480829,LOGIN
IOS_YY,1,0|957,1571480889,LOGIN
IOS,4,0|2354,1571480919,LOGIN
ADR,22,2|2189,1571481009,LOGIN
IOS_YY,23,2|1001,1571481249,LOGOUT
IOS_YY,12,1|2106,1571481279,LOGOUT
H5,12,1|1632,1571481309,LOGOUT
IOS,15,1|1616,1571481369,LOGIN
ADR,22,2|932,1571481579,LOGOUT
IOS,23,2|381,1571481639,LOGOUT
IOS,13,1|381,1571481639,LOGIN
IOS_YY,23,2|2527,1571481669,LOGOUT
H5,14,1|2598,1571481759,LOGOUT
ADR,3,0|1935,1571481819,LOGIN
H5,15,1|2532,1571482239,LOGIN
H5,24,2|511,1571482299,LOGIN
IOS_YY,24,2|377,1571482749,LOGOUT
ADR,23,2|377,1571482749,LOGIN
IOS,3,0|2763,1571482869,LOGIN
IOS_YY,10,1|2521,1571482959,LOGOUT
IOS,21,2|2206,1571483259,LOGIN
IOS_YY,21,2|1954,1571483559,LOGOUT
ADR,11,1|132,1571483739,LOGIN
IOS,23,2|144,1571483889,LOGIN
H5,22,2|2612,1571484009,LOGIN
H5,3,0|1355_169,1571484369,LOGIN
ADR,10,1|186,1571484609,LOGIN
ADR,25,2|1191,1571485299,LOGOUT
IOS_YY,4,0|2018,1571485359,LOGIN
IOS,25,2|2018,1571485359,LOGOUT
ADR,11,1|2665,1571485419,LOGOUT
IOS_YY,23,2|1746,1571485479,LOGOUT
ADR,0,0|1452,1571485779,LOGOUT
ADR,23,2|1722,1571485989,LOGOUT
IOS,11,1|999,1571486349,LOGOUT
IOS_YY,23,2|1876,1571486439,LOGIN
IOS,20,2|2114,1571486709,LOGOUT
IOS,21,2|996,1571486769,LOGIN
ADR,21,2|1707,1571486799,LOGOUT
ADR,21,2|1707,1571486799,LOGOUT
IOS,20,2|1762,1571486859,LOGIN
IOS,2,0|1839,1571487069,LOGOUT
IOS,2,0|1527,1571487279,LOGOUT
ADR,20,2|2648,1571487429,LOGIN
IOS,20,2|1639,1571487459,LOGIN
ADR,21,2|2483,1571487609,LOGIN
H5,14,1|1442,1571488149,LOGOUT
IOS,12,1|1195,1571488689,LOGOUT
IOS_YY,10,1|1195,1571488689,LOGIN
IOS,14,1|2874,1571488839,LOGIN
H5,24,2|495,1571488899,LOGOUT
ADR,3,0|2878,1571488929,LOGIN
IOS_YY,15,1|2915,1571489049,LOGIN
IOS_YY,20,2|2542,1571489109,LOGIN
IOS,5,0|2898,1571489199,LOGIN
IOS,21,2|1319_150,1571489679,LOGOUT
IOS,3,0|2135,1571489709,LOGIN
ADR,10,1|733,1571489919,LOGIN
IOS,0,0|799,1571490279,LOGOUT
H5,2,0|799,1571490279,LOGIN
ADR,22,2|366,1571490399,LOGOUT
H5,20,2|663,1571490939,LOGIN
IOS_YY,21,2|1235,1571491029,LOGOUT
H5,10,1|41,1571491239,LOGIN
H5,10,1|1438,1571491329,LOGOUT
IOS_YY,12,1|588,1571491539,LOGOUT
IOS_YY,12,1|1065_196,1571491689,LOGIN
H5,2,0|2147,1571491749,LOGOUT
ADR,25,2|595,1571491779,LOGOUT
IOS_YY,12,1|2253,1571491929,LOGIN
IOS,4,0|1427,1571492109,LOGIN
IOS_YY,4,0|317,1571492379,LOGOUT
H5,11,1|1867,1571492469,LOGIN
ADR,0,0|2385,1571492649,LOGIN
IOS_YY,13,1|107,1571492799,LOGIN
IOS,5,0|2166,1571493279,LOGOUT
IOS_YY,25,2|1847,1571493759,LOGOUT
H5,12,1|1987,1571494359,LOGIN
IOS_YY,10,1|2085,1571494539,LOGOUT
IOS,25,2|1914,1571494569,LOGIN
ADR,2,0|1534,1571495109,LOGOUT
IOS,24,2|2883,1571495199,LOGOUT
ADR,0,0|596,1571495499,LOGIN
IOS,24,2|2117,1571495739,LOGOUT
IOS,24,2|2117,1571495739,LOGOUT
IOS,22,2|538,1571495829,LOGIN
H5,5,0|484,1571495889,LOGOUT
H5,13,1|2930,1571495979,LOGOUT
H5,13,1|2930,1571495979,LOGOUT
ADR,14,1|755,1571496039,LOGIN
IOS_YY,0,0|1737_279,1571496069,LOGOUT
ADR,10,1|2582,1571496129,LOGOUT
IOS,3,0|1333_245,1571496189,LOGIN
ADR,1,0|1599,1571496729,LOGOUT
ADR,5,0|2133,1571496759,LOGIN
ADR,0,0|2757,1571496789,LOGOUT
H5,2,0|2113,1571496819,LOGOUT
IOS,2,0|1825,1571496909,LOGOUT
IOS,1,0|1539,1571496939,LOGIN
IOS,14,1|657,1571496969,LOGOUT
IOS,13,1|211,1571497089,LOGIN
H5,5,0|896,1571497719,LOGIN
H5,25,2|1105,1571497749,LOGIN
IOS,25,2|2559,1571497899,LOGIN
IOS,12,1|1153,1571499519,LOGIN
H5,22,2|1986,1571499609,LOGIN
H5,22,2|1986,1571499609,LOGIN
IOS_YY,1,0|1986,1571499609,LOGOUT
IOS_YY,1,0|1986,1571499609,LOGOUT
H5,20,2|2119,1571499699,LOGOUT
IOS_YY,21,2|1338,1571499969,LOGIN
IOS_YY,14,1|1924,1571500029,LOGOUT
H5,5,0|1364,1571414439,LOGIN
ADR,21,2|1947_191,1571414469,LOGIN
H5,12,1|657,1571414529,LOGIN
IOS,24,2|2946,1571414709,LOGIN
IOS_YY,12,1|336,1571414889,LOGIN
ADR,22,2|492,1571414949,LOGOUT
ADR,24,2|1601,1571415789,LOGOUT
H5,10,1|1777,1571415849,LOGIN
ADR,22,2|88,1571415999,LOGOUT
IOS_YY,10,1|1862,1571416119,LOGIN
IOS_YY,24,2|1716,1571416329,LOGOUT
IOS_YY,24,2|1716,1571416329,LOGOUT
ADR,1,0|913_238,1571416419,LOGIN
ADR,1,0|913_238,1571416419,LOGIN
ADR,13,1|2815,1571416569,LOGIN
IOS_YY,4,0|623,1571416659,LOGIN
IOS,11,1|1745,1571416869,LOGIN
ADR,25,2|787,1571417439,LOGIN
IOS,4,0|1988,1571417649,LOGOUT
IOS,0,0|2594,1571417709,LOGIN
H5,21,2|2062,1571417889,LOGOUT
IOS,20,2|1576,1571417949,LOGIN
IOS_YY,14,1|385_23,1571418459,LOGIN
H5,11,1|2253,1571419509,LOGOUT
IOS_YY,12,1|1343,1571419839,LOGOUT
IOS_YY,12,1|1343,1571419839,LOGOUT
IOS,14,1|2556,1571420019,LOGOUT
IOS_YY,13,1|1601,1571420679,LOGOUT
IOS,10,1|2046,1571420799,LOGIN
IOS,2,0|841,1571420889,LOGIN
IOS,24,2|2198,1571421489,LOGOUT
H5,3,0|2198,1571421489,LOGIN
IOS_YY,23,2|1072,1571421969,LOGIN
ADR,24,2|1091,1571421999,LOGIN
IOS,1,0|1973,1571422089,LOGIN
IOS,1,0|1973,1571422089,LOGIN
H5,4,0|2188,1571422239,LOGIN
IOS_YY,12,1|1442,1571422419,LOGIN
IOS,10,1|2375,1571422629,LOGIN
IOS,1,0|1728,1571422929,LOGIN
ADR,22,2|1728,1571422929,LOGOUT
H5,1,0|1775,1571422989,LOGOUT
ADR,4,0|1447,1571423289,LOGIN
H5,21,2|2646,1571423319,LOGOUT
ADR,14,1|919,1571423619,LOGOUT
H5,4,0|894,1571423709,LOGIN
IOS_YY,1,0|1938,1571423829,LOGOUT
ADR,24,2|2181,1571424099,LOGIN
IOS_YY,23,2|1353,1571424399,LOGIN
IOS,5,0|687,1571424489,LOGIN
IOS,14,1|687,1571424489,LOGOUT
ADR,2,0|1339,1571424609,LOGIN
H5,21,2|317_238,1571424909,LOGIN
H5,15,1|1782_225,1571425179,LOGIN
ADR,12,1|1042,1571425269,LOGIN
IOS,13,1|1058,1571425629,LOGIN
H5,24,2|2573,1571425689,LOGIN
IOS_YY,3,0|2562,1571426139,LOGOUT
IOS_YY,2,0|1749,1571426349,LOGIN
IOS_YY,21,2|2379,1571426859,LOGOUT
H5,11,1|1738,1571426919,LOGOUT
IOS,3,0|1630,1571427399,LOGOUT
IOS_YY,24,2|2026,1571427429,LOGOUT
ADR,21,2|1898,1571427579,LOGIN
H5,12,1|1192,1571427729,LOGIN
IOS,23,2|2252,1571427879,LOGOUT
ADR,2,0|278,1571427939,LOGOUT
ADR,3,0|770,1571428329,LOGOUT
IOS_YY,3,0|868,1571428689,LOGIN
ADR,1,0|868,1571428689,LOGOUT
ADR,23,2|2544,1571429529,LOGIN
H5,10,1|2827,1571429589,LOGOUT
IOS_YY,24,2|297,1571429619,LOGOUT
IOS,25,2|2956,1571429949,LOGIN
IOS_YY,22,2|383,1571430189,LOGIN
IOS,20,2|1252,1571430759,LOGIN
ADR,13,1|2897,1571431029,LOGIN
ADR,5,0|48,1571431659,LOGOUT
IOS_YY,3,0|2889,1571431719,LOGIN
ADR,1,0|231,1571432589,LOGIN
ADR,15,1|1404,1571432829,LOGOUT
ADR,22,2|72,1571432949,LOGOUT
IOS,12,1|599,1571433549,LOGIN
IOS_YY,11,1|2268,1571433789,LOGOUT
IOS,2,0|2510,1571433939,LOGOUT
IOS,14,1|2390,1571434179,LOGIN
H5,15,1|2659,1571434509,LOGOUT
H5,24,2|670,1571434659,LOGIN
IOS_YY,25,2|328,1571434929,LOGIN
ADR,11,1|1033,1571435199,LOGOUT
ADR,10,1|2498,1571435229,LOGIN
ADR,20,2|2498,1571435229,LOGOUT
IOS,25,2|2026,1571435439,LOGIN
IOS_YY,20,2|382,1571435529,LOGOUT
ADR,14,1|1133,1571435559,LOGOUT
ADR,22,2|1419,1571435829,LOGOUT
IOS,21,2|1756,1571435919,LOGIN
IOS,0,0|2361,1571435949,LOGOUT
ADR,3,0|948,1571436099,LOGIN
IOS_YY,24,2|1211,1571436159,LOGIN
IOS,23,2|2355,1571436189,LOGOUT
ADR,14,1|70,1571436339,LOGOUT
H5,0,0|1663,1571436519,LOGOUT
IOS,10,1|2424,1571436639,LOGOUT
H5,2,0|723,1571436729,LOGOUT
IOS,11,1|2039,1571436789,LOGIN
IOS,4,0|1887,1571436819,LOGIN
ADR,21,2|2001,1571437089,LOGIN
ADR,0,0|1458_54,1571437119,LOGOUT
ADR,0,0|809,1571437179,LOGOUT
IOS_YY,10,1|1405,1571437269,LOGOUT
H5,12,1|226,1571437509,LOGIN
ADR,10,1|236,1571437749,LOGIN
ADR,11,1|591,1571437869,LOGIN
IOS,3,0|1411,1571437899,LOGOUT
H5,2,0|1785,1571438139,LOGIN
H5,2,0|1785,1571438139,LOGIN
ADR,24,2|1115,1571438439,LOGOUT
IOS,21,2|1138,1571438529,LOGIN
H5,24,2|1959,1571438649,LOGIN
IOS_YY,22,2|166,1571438949,LOGIN
IOS,2,0|2971,1571439009,LOGOUT
IOS,24,2|777,1571439159,LOGOUT
IOS,24,2|777,1571439159,LOGOUT
IOS_YY,2,0|2035,1571439489,LOGIN
IOS_YY,24,2|2683,1571439879,LOGIN
H5,3,0|2404,1571440269,LOGIN
ADR,21,2|798,1571440329,LOGIN
ADR,12,1|798,1571440329,LOGOUT
H5,25,2|888_108,1571440419,LOGIN
IOS,4,0|2954,1571440629,LOGIN
IOS,20,2|1782,1571440719,LOGOUT
ADR,0,0|1676,1571440839,LOGOUT
IOS,20,2|1721,1571440989,LOGIN
IOS,2,0|2777,1571441139,LOGOUT
H5,4,0|2153,1571441439,LOGOUT
H5,24,2|533,1571441529,LOGIN
ADR,5,0|1439,1571441589,LOGOUT
IOS_YY,4,0|612,1571441619,LOGIN
H5,2,0|2536,1571441859,LOGOUT
IOS,22,2|905,1571442069,LOGIN
IOS,21,2|905,1571442069,LOGOUT
IOS_YY,25,2|67,1571442249,LOGOUT
IOS_YY,24,2|411,1571442549,LOGOUT
IOS_YY,0,0|1332,1571442729,LOGIN
H5,13,1|753_12,1571442879,LOGOUT
ADR,10,1|1842,1571443059,LOGOUT
H5,3,0|1088,1571443239,LOGOUT
H5,11,1|1614,1571443539,LOGIN
IOS_YY,11,1|2164,1571443569,LOGIN
IOS,12,1|294,1571443599,LOGOUT
H5,12,1|1673,1571443809,LOGOUT
IOS,22,2|2552,1571443869,LOGIN
IOS,0,0|966,1571443899,LOGOUT
IOS,0,0|966,1571443899,LOGOUT
IOS,10,1|2082,1571443959,LOGOUT
IOS,10,1|2082,1571443959,LOGOUT
IOS_YY,5,0|1101,1571444049,LOGOUT
IOS_YY,24,2|2661,1571444379,LOGIN
IOS_YY,25,2|1964,1571444559,LOGIN
ADR,5,0|1126,1571445189,LOGOUT
IOS,1,0|1302,1571445279,LOGOUT
IOS_YY,20,2|1976,1571445309,LOGIN
IOS,21,2|1108,1571445369,LOGOUT
H5,4,0|112,1571445429,LOGIN
IOS,20,2|84,1571445459,LOGOUT
IOS_YY,24,2|891,1571445579,LOGOUT
H5,21,2|59,1571445969,LOGIN
H5,20,2|2188,1571446179,LOGIN
ADR,12,1|1542,1571446329,LOGOUT
IOS,20,2|1710,1571446389,LOGIN
H5,21,2|36,1571446839,LOGOUT
H5,10,1|2917,1571446869,LOGIN
H5,10,1|2917,1571446869,LOGIN
IOS_YY,22,2|1315,1571446929,LOGIN
IOS,22,2|2806,1571447349,LOGIN
H5,10,1|2487,1571447469,LOGIN
IOS,0,0|149,1571447499,LOGOUT
IOS,11,1|2344,1571447559,LOGIN
IOS_YY,13,1|1884,1571447919,LOGIN
IOS,15,1|694_272,1571448159,LOGIN
ADR,23,2|292,1571448219,LOGIN
IOS_YY,22,2|1244,1571448429,LOGIN
H5,10,1|970,1571448489,LOGOUT
IOS,23,2|2735,1571448549,LOGIN
IOS,12,1|568,1571448579,LOGOUT
H5,25,2|150,1571448609,LOGIN
ADR,14,1|52,1571448759,LOGOUT
ADR,23,2|2063,1571448879,LOGIN
IOS,23,2|1021,1571449059,LOGOUT
IOS,24,2|1586,1571449149,LOGIN
ADR,4,0|2068,1571449179,LOGIN
ADR,4,0|629,1571449239,LOGOUT
IOS_YY,22,2|987,1571449299,LOGOUT
ADR,3,0|1061,1571449479,LOGIN
IOS,5,0|2974,1571449539,LOGIN
IOS,5,0|2974,1571449539,LOGIN
IOS,13,1|751,1571449629,LOGIN
ADR,2,0|170,1571449719,LOGIN
IOS_YY,12,1|2939,1571449749,LOGOUT
IOS,20,2|796,1571450259,LOGOUT
IOS,23,2|2650,1571450349,LOGOUT
H5,2,0|1836_262,1571450619,LOGOUT
IOS_YY,12,1|8,1571450649,LOGIN
IOS_YY,12,1|8,1571450649,LOGIN
H5,21,2|2695,1571450709,LOGIN
H5,21,2|2695,1571450709,LOGIN
ADR,24,2|2374,1571450769,LOGOUT
IOS,10,1|852,1571451009,LOGIN
IOS,10,1|678,1571451069,LOGOUT
ADR,3,0|1425,1571451369,LOGOUT
IOS,15,1|114,1571451429,LOGOUT
H5,15,1|367,1571451639,LOGIN
ADR,2,0|777_33,1571451939,LOGIN
H5,3,0|2253,1571452659,LOGIN
H5,22,2|513,1571452959,LOGOUT
ADR,11,1|2456,1571453109,LOGIN
ADR,11,1|2456,1571453109,LOGIN
H5,20,2|2818,1571453139,LOGOUT
ADR,1,0|1852,1571453169,LOGOUT
ADR,0,0|2183,1571453259,LOGOUT
IOS_YY,20,2|2183,1571453259,LOGIN
IOS,3,0|1346,1571453649,LOGOUT
IOS,12,1|999,1571454009,LOGOUT
ADR,21,2|786,1571454189,LOGIN
ADR,14,1|1637,1571454429,LOGOUT
H5,23,2|591,1571454759,LOGOUT
IOS,21,2|1132,1571454789,LOGOUT
IOS_YY,25,2|2257,1571454819,LOGIN
H5,12,1|1315_137,1571455119,LOGOUT
H5,5,0|2106,1571456319,LOGIN
H5,5,0|2106,1571456319,LOGIN
IOS_YY,10,1|1354,1571456619,LOGIN
H5,20,2|619,1571456799,LOGOUT
IOS_YY,13,1|2814,1571456919,LOGIN
IOS_YY,13,1|2814,1571456919,LOGIN
H5,3,0|2664,1571457279,LOGIN
H5,24,2|1954,1571457729,LOGOUT
H5,23,2|729,1571457789,LOGIN
H5,0,0|729,1571457789,LOGOUT
IOS,21,2|1721,1571458059,LOGOUT
IOS_YY,10,1|2577,1571458239,LOGOUT
H5,4,0|1610,1571458779,LOGOUT
IOS_YY,20,2|398,1571458959,LOGIN
IOS_YY,2,0|92,1571459289,LOGOUT
IOS,11,1|1531,1571459769,LOGOUT
ADR,21,2|1456,1571459799,LOGIN
IOS,2,0|1133,1571459829,LOGIN
IOS,2,0|1133,1571459829,LOGIN
ADR,23,2|2693,1571460219,LOGIN
IOS_YY,5,0|2693,1571460219,LOGOUT
IOS,12,1|2165,1571460309,LOGIN
IOS,25,2|523,1571460369,LOGIN
ADR,3,0|2768,1571460609,LOGIN
IOS,22,2|707,1571460729,LOGIN
IOS,20,2|2746,1571460909,LOGOUT
H5,20,2|1368,1571461419,LOGOUT
ADR,3,0|1761,1571461569,LOGOUT
IOS,2,0|2399,1571461839,LOGOUT
IOS,2,0|2374,1571462349,LOGIN
ADR,14,1|969,1571462469,LOGOUT
IOS,20,2|1930,1571462739,LOGOUT
ADR,0,0|1616_143,1571463129,LOGOUT
IOS,23,2|2677,1571463309,LOGOUT
H5,11,1|574,1571463339,LOGIN
H5,12,1|1316,1571463879,LOGOUT
IOS,5,0|691,1571464089,LOGOUT
H5,24,2|2970,1571464179,LOGIN
H5,20,2|2489,1571464599,LOGIN
ADR,24,2|910,1571464719,LOGOUT
IOS_YY,23,2|2393,1571465109,LOGIN
H5,10,1|2788,1571465859,LOGIN
ADR,22,2|2030,1571466339,LOGOUT
IOS,24,2|2030,1571466339,LOGIN
ADR,0,0|2253,1571466789,LOGOUT
H5,23,2|1598,1571466849,LOGOUT
IOS_YY,1,0|1745,1571466879,LOGIN
IOS_YY,13,1|1693,1571467149,LOGOUT
IOS,11,1|2183,1571467209,LOGIN
IOS_YY,11,1|2103,1571467509,LOGOUT
IOS,11,1|2203,1571467719,LOGIN
IOS,3,0|2394,1571467899,LOGOUT
H5,24,2|2271,1571468079,LOGIN
ADR,4,0|1582,1571468199,LOGOUT
IOS_YY,13,1|1379,1571468259,LOGIN
IOS,11,1|1308_10,1571468379,LOGOUT
H5,3,0|1024,1571468529,LOGIN
H5,0,0|2976,1571468769,LOGOUT
IOS,25,2|2516,1571468949,LOGOUT
IOS_YY,14,1|944,1571469099,LOGIN
H5,11,1|910,1571469459,LOGIN
H5,14,1|1097,1571469639,LOGIN
H5,10,1|2807,1571469789,LOGIN
H5,21,2|1635,1571469939,LOGIN
H5,21,2|1635,1571469939,LOGIN
H5,10,1|2356,1571470119,LOGOUT
H5,20,2|2963,1571470179,LOGIN
IOS_YY,2,0|1208,1571470209,LOGOUT
IOS,13,1|1208,1571470209,LOGIN
IOS,13,1|1944,1571470329,LOGOUT
IOS,21,2|1517,1571470359,LOGIN
IOS,0,0|918,1571470659,LOGIN
IOS_YY,1,0|809,1571470719,LOGIN
H5,0,0|1518,1571470779,LOGOUT
